ShopID:ID,Name,URL,Review,:LABEL
shop_0059,Stuart Weizman,https://you.ctrip.com/shopping/sydney236/1386347.html,"商品齐全，价位不算很贵，环境挺好的，服务也很好，值得来。
来自 申申爱熊猫 的点评",Shop
shop_0060,悉尼玫瑰岛花店,https://you.ctrip.com/shopping/roselands2126844/2532539.html,"花的品质很好，很美，来这边买花的人也不少呢！
来自 好运鱼满仓 的点评",Shop
shop_0061,Woolworths(麦觉理公园),https://you.ctrip.com/shopping/2126659/1456054.html,"这是澳大利亚的大型购物超市，在悉尼的卫星城区都会有一个。麦觉理公园处的这个主要针对的客户是周边的麦觉理大学的学生。商品很丰富，经常...
来自 你已被人使用 的点评",Shop
shop_0062,Aqua S,https://you.ctrip.com/shopping/2126659/1624558.html,"非常有名的一个网红店哈，这里的商品很全，啥都有，而且人也很多，特别热闹，如果遇到法定节假日例如圣诞节之类的，可以打折优惠哈，吃到了...
来自 Grace 的点评",Shop
shop_0063,Pharmacy 4 Less(Cabramatta),https://you.ctrip.com/shopping/cabramatta2127073/1492779.html,"最近真的好喜欢越南城哦！ 说下次应该逛街不应该老是吃吃吃，卡市就很好玩很好逛啊。可我就真的很屌丝啊…
来自 珍珍吖头 的点评",Shop
shop_0064,Ben & Jerry's Chatswood,https://you.ctrip.com/shopping/chatswood2126538/1492050.html,"这个品牌的雪糕很好吃啊，奶味特别的浓，而且雪糕做的也是很浓稠的，感觉不错！
来自 启航yyy 的点评",Shop
shop_0065,UGG(维多利亚女王大厦2店),https://you.ctrip.com/shopping/sydney236/1456068.html,"全悉尼及至澳洲最知名的购物中心，建筑古老但不破旧，室内布置非常温馨，购物心情好。
来自 享受生活2013 的点评",Shop
shop_0066,Gucci(伊丽莎白街店),https://you.ctrip.com/shopping/sydney236/1676113.html,"古驰，在澳洲这边的店面也有不少，围巾的款式挺多的，还有，一些包也不错！
来自 雨停晴空 的点评",Shop
shop_0067,Aesop(悉尼塔),https://you.ctrip.com/shopping/sydney236/1386344.html,"悉尼塔也是悉尼市标志性建筑之一，在塔顶的最顶端一层，欣赏壮观的美景，还可以在这里购物，澳洲的特色商品很多，像绵羊油、毛绒玩具、悉尼...
来自 M33****6429 的点评",Shop
shop_0068,KFC,https://you.ctrip.com/shopping/parramatta2126904/1492061.html,"悉尼的KFC真得很不错，超好吃的，特别适合国人口味。
来自 携之旅行 的点评",Shop
shop_0069,Priceline Pharmacy(世界广场),https://you.ctrip.com/shopping/sydney236/1456087.html,"商品没有Chemist Warehouse 齐全，不过遇到折扣的时候还是很划算的。尤其是办张会员卡，会积分当钱花。
来自 娇姐 的点评",Shop
shop_0070,Coles Supermarket(邦迪枢纽店),https://you.ctrip.com/shopping/2126888/1492364.html,"邦迪枢纽的coles很大，种类也很齐全，从各种牛肉牛排鸡肉猪肉到各类海鲜半成品海鲜，以及蔬菜水果干果薯条巧克力到茶叶咖啡酒水，还有各样...
来自 携程用户 的点评",Shop
shop_0071,MYER（帕拉马塔）,https://you.ctrip.com/shopping/parramatta2126904/1456060.html,"MYER是澳洲一家全国连锁的商场，规模其实并不是很大，商品以日用品为主，我去的这家主要是冲着那里的乐高玩具去的，据说这里会有很多新品，...
来自 juki235 的点评",Shop
shop_0072,包曼市集,https://you.ctrip.com/shopping/balmain2127135/1455884.html,"Balmain Market是悉尼文艺诗人的发源地，这是一个“麻雀虽小，五脏俱全”的古老集市，坐落在教堂附近，这里出名的就是旧书和旧画。旧版书籍...
来自 gz****005 的点评",Shop
shop_0073,Coach(维多利亚女王大厦店),https://you.ctrip.com/shopping/sydney236/2430949.html,"这里款式还是挺新颖的 价格也比国内便宜好多 还可以参加退税活动 店员的服务也很到位 会很仔细的告诉你如何去机场退税 很多小饰品也非常漂...
来自 诗意情节 的点评",Shop
shop_0074,潘多拉(车士活店),https://you.ctrip.com/shopping/chatswood2126538/1492815.html,"近几年挺受年轻人追捧的一个品牌，尤其是女孩子，对这个品牌特别的喜欢，可以自由的搭配，自由的选珠子还是不错的！
来自 启航yyy 的点评",Shop
shop_0075,Bose（邦迪枢纽购物中心店）,https://you.ctrip.com/shopping/2126888/7594.html,"商场里面有各种各样的商品，品牌也很多。价格为高中档。
来自 美丽的地球 的点评",Shop
shop_0076,Surry Hills Shopping Village,https://you.ctrip.com/shopping/2126966/2671845.html,"萨里山时尚购物区是悉尼一处古老建筑与时尚用品相结合的高档购物区，这里汇聚了世界各地的名品大牌，购物环境非常的有档次，当然价格也不菲...
来自 juki235 的点评",Shop
shop_0077,Priceline Pharmacy(413 George St),https://you.ctrip.com/shopping/sydney236/2315203.html,"去澳大利亚旅游，这一站来到了悉尼，我住了维多利亚女王大厦附近，这一家药妆店就在我住的酒店对面。每次出国都要帮亲戚带点药品和化妆品，...
来自 陌染MM 的点评",Shop
shop_0078,David Jones(邦迪枢纽),https://you.ctrip.com/shopping/sydney236/1683170.html,"购物环境超级好，人少品种全，而且不定期会有折扣，售货人员本地人居多，服务态度很友好，宾至如归的感觉。邦迪枢纽购物中心交通也极其便利...
来自 携程用户 的点评",Shop
shop_0079,潘朵拉(Church Street),https://you.ctrip.com/shopping/parramatta2126904/1456086.html,"这个品牌在澳大利亚买，性价比还是很高的，服务也是不错的！
来自 雨停晴空 的点评",Shop
shop_0080,Luna Park Sydney,https://you.ctrip.com/shopping/1463005/2297717.html,"Happy Halloween [睡] 实话实说，这还是第一次带着小美女们在万圣节左右的时间来公园玩。还真有点害怕勒。
来自 世界美食游走达人 的点评",Shop
shop_0081,EzyMart(库基海滩店),https://you.ctrip.com/shopping/coogee2126892/2312229.html,"库吉海滩距悉尼中央商业区路程不超过20分钟，从邦代海滩到库吉是一条经典的海滩徒步路线。这里的环境很好，店里的装潢不错，很有感觉。
来自 幸福人生LOVE 的点评",Shop
shop_0082,Reese's,https://you.ctrip.com/shopping/lidcombe2126862/1386384.html,"好吃的糖果，棒棒的，没蛀牙！！
来自 xzhao314 的点评",Shop
shop_0083,Coles Supermarket(宝琴山店),https://you.ctrip.com/shopping/2126806/1492376.html,"这个购物中心不大 只有一家超市就是coles 这家coles里面的东西还蛮全的。coles两大超市之一 主要是卖食品的。就是不知道为什么这里每周冰柜...
来自 zhweiei 的点评",Shop
shop_0084,Louis Vuitton(乔治街),https://you.ctrip.com/shopping/sydney236/1456035.html,"在乔治街上面，有一家louis Vuitton的专卖店，这里的购物环境真的非常不错的，入手了夏装新款LV全新胶囊系列，华丽棋盘格印染T恤，衣领金属...
来自 健康美丽的芳芳 的点评",Shop
shop_0085,凤雅堂（伊斯特伍德礼品店）,https://you.ctrip.com/shopping/eastwood2126655/1666561.html,,Shop
shop_0086,Hurstville Chinatown Pharmacy,https://you.ctrip.com/shopping/hurstville2126397/1492783.html,"This Chinese Pharmacy had opened nearly 30 years, my cousin worked there before, the boss is kindness and medicine reliable, price...
来自 明慈 的点评",Shop
shop_0087,Chemist Warehouse(帕拉马塔),https://you.ctrip.com/shopping/parramatta2126904/1456076.html,"第一大药房 经常有折扣活动。如果想买正品又是便宜的保健品药品的话 这里是不错的选择 而且现在基本上店里都有华人导购，所以说如果不懂中...
来自 zhweiei 的点评",Shop
shop_0088,新人人超市,https://you.ctrip.com/shopping/chatswood2126538/1456072.html,"这个超市人气还挺旺的，经常会有一些促销的活动，也是不错的，购物特方便的！
来自 启航yyy 的点评",Shop
shop_0089,凤雅堂（艾士菲一店）,https://you.ctrip.com/shopping/ashfield2126759/1667679.html,,Shop
shop_0090,凤雅堂（麦格理分店）,https://you.ctrip.com/shopping/2126659/1667536.html,,Shop
shop_0091,Aldi,https://you.ctrip.com/shopping/meadowbank2126669/1492350.html,"德国品牌的超市，东西以便宜著称，确实对比Coles和Woolworth来说，Aldi是便宜。商品种类不多，每一类商品的可选择的品种也不多，但是基本涵...
来自 anna 的点评",Shop
shop_0092,Aldi,https://you.ctrip.com/shopping/hornsby2126716/1492349.html,"Aldi是德国的一家连锁超市，面向中低收入家庭提供食品和生活用品，现在世界很多国家都有它的门店。这家店位于澳大利亚新南威尔士的韦斯特菲...
来自 35****933 的点评",Shop
shop_0093,Royal National Park Boat & Bike Hire,https://you.ctrip.com/shopping/royalnationalpark15863/1492208.html,"Figure Eight Pools is located on a dangerous rock shelf in Sydney''s Royal National Park near Burning Palms Beach. ... You...
来自 明慈 的点评",Shop
shop_0094,My Chemist(艾坪店),https://you.ctrip.com/shopping/epping2127130/1623685.html,"价格合理 产品齐全 付款多样化 产品不怕是假货
来自 iampeter1967 的点评",Shop
shop_0095,Mineralism,https://you.ctrip.com/shopping/glebe2126556/1455911.html,"很不同的很有特色的一家悉尼品牌专卖店，人气很高，质量很好。
来自 dudu_pig 的点评",Shop
shop_0096,woolworths(伊斯特伍德店),https://you.ctrip.com/shopping/eastwood2126655/1492435.html,"虽然楼下华人的东西更便宜 还是本地超市更令人安心 之前员工都是微笑服务
来自 Meredy 的点评",Shop
shop_0097,Bose（悉尼韦斯特菲尔德购物中心店）,https://you.ctrip.com/shopping/sydney236/7632.html,"这里的商品和不断的进行创新，给人带来无与伦比的视听享受。
来自 美丽的地球 的点评",Shop
shop_0098,Aesop(乔治街),https://you.ctrip.com/shopping/sydney236/1455893.html,"乔治街，热闹繁华购物一条街！尤其傍晚时分，街头艺人，聚集在此，很有特色！
来自 快乐时光 的点评",Shop
shop_0099,Michael Kors(霍姆布斯店),https://you.ctrip.com/shopping/homebush2126986/2414688.html,"来这边购买会比在国内便宜不少呢，而且款式也多，包的质量还不错！
来自 雨停晴空 的点评",Shop
shop_0100,优衣库(MACQUARIE CENTRE),https://you.ctrip.com/shopping/2126659/2499810.html,"优衣库在世界各地有很多的店的，也是比较受欢迎的一个日本品牌！服务很好！
来自 雨停晴空 的点评",Shop
shop_0101,Better Read Than Dead,https://you.ctrip.com/shopping/newtown2126470/2658125.html,"这家书店是澳大利亚最大的二手书店，这里收藏和售卖许多甚至是孤本的图书，涵盖了各个领域，从经济到古代史甚至是圣经故事，在这里你都能找...
来自 juki235 的点评",Shop
shop_0102,Broadway Shopping Centre,https://you.ctrip.com/shopping/glebe2126556/1455868.html,"尽管周末可能很拥挤，购物尤其是在很长的自动扶梯上很碍手碍脚，但对于许多购物甚至银行需求而言，它仍然是一站式服务。 H＆M，KMart也在这...
来自 多多 的点评",Shop
shop_0103,潘多拉(北悉尼店),https://you.ctrip.com/shopping/2126856/2314543.html,"在澳大利亚，买潘多拉这个牌子的首饰，最划算，价格会比很多城市都会低很多，现价比挺高的！
来自 雨停晴空 的点评",Shop
shop_0104,Gucci(皮尔蒙特店),https://you.ctrip.com/shopping/pyrmont2126870/2466763.html,"澳洲也是一个可以入货一些奢侈品的地方。路过古驰的店怎么可以错过。进去看了看，店员也很随意，不像国内的有些奢侈品店的店员那样将顾客分...
来自 zixunshi99 的点评",Shop
shop_0105,澳大利亚凯特,https://you.ctrip.com/shopping/coogee2126892/2350719.html,"到澳大利亚朋友让带ugg，特意到商场里来看一下。其实澳大利亚除了鞋子，我还挺喜欢他们的护肤品，虽然不像欧美品牌那么有名，但效果棒
来自 tt梦幻小妖 的点评",Shop
shop_0106,BIG W,https://you.ctrip.com/shopping/campsie2126818/1386358.html,"超市里面的商品挺丰富的，很多当地人会在这边采购价里需要的东西，特别方便！
来自 好运鱼满仓 的点评",Shop
shop_0107,Woolworths Campsie,https://you.ctrip.com/shopping/campsie2126818/1386385.html,"这个是个大型的超市，还不错，在悉尼比较大的了，营业时间早，关门比较晚，价格比较优惠
来自 樱花想见你123 的点评",Shop
shop_0108,Le Creuset,https://you.ctrip.com/shopping/sydney236/1585150.html,"有携程美食林标志的小吃味道自然是比其他店铺的略胜一筹，打开评论时看到自己两年前写的点评，想起几年前这家店刚才的时候每天都是大排长龙...
来自 GZ南极企鹅 的点评",Shop
shop_0109,Coles(世界广场),https://you.ctrip.com/shopping/haymarket2126388/1453659.html,"这边有很多新鲜的果蔬，还是非常不错的，很多当地人会来这里采购。家里需要的东西很方便的。
来自 雨停晴空 的点评",Shop
shop_0110,Downtown Sydney Australia,https://you.ctrip.com/shopping/2126793/1455867.html,,Shop
shop_0111,Coles Supermarket-Maroubra Junction(马鲁巴结店),https://you.ctrip.com/shopping/maroubra2126651/2303373.html,"很有特色的大型超市，还有表演可以看，不虚此行的。
来自 xuxinfd 的点评",Shop
shop_0112,SABA Waterloo Clearence Store,https://you.ctrip.com/shopping/waterloo1463329/2307632.html,"一家Waterloo的手工千层卷，嫩嫩的，滑滑的，即使是巧克力也不太甜，里面还有一颗颗脆脆的巧克力球，太好吃了
来自 珍珍吖头 的点评",Shop
shop_0113,Myer,https://you.ctrip.com/shopping/sydney236/5283908.html,"这是澳大利亚一家著名的玩具品牌公司，这里出品着许多经典科幻电影中的玩具，比如星球大战和漫威系列。这里不仅吸引着小朋友，也吸引着许多...
来自 juki235 的点评",Shop
